county_state,living_wage
"Grant, Kentucky",33163
"Graves, Kentucky",30536
"Grayson, Kentucky",31641
"Green, Kentucky",30536
"Greenup, Kentucky",31785
"Hancock, Kentucky",32506
"Hardin, Kentucky",33147
"Harlan, Kentucky",29927
"Harrison, Kentucky",30536
"Hart, Kentucky",30936
"Henderson, Kentucky",32490
"Henry, Kentucky",33323
"Hickman, Kentucky",30536
"Hopkins, Kentucky",31305
"Jackson, Kentucky",30536
"Jefferson, Kentucky",33323
"Jessamine, Kentucky",33019
"Johnson, Kentucky",30536
"Kenton, Kentucky",32602
"Knott, Kentucky",30536
"Knox, Kentucky",30536
"Larue, Kentucky",33147
"Laurel, Kentucky",31657
"Lawrence, Kentucky",30536
"Lee, Kentucky",30536
"Leslie, Kentucky",30536
"Letcher, Kentucky",30536
"Lewis, Kentucky",30536
"Lincoln, Kentucky",30536
"Livingston, Kentucky",30712
"Logan, Kentucky",30616
"Lyon, Kentucky",30536
"Madison, Kentucky",31433
"Magoffin, Kentucky",30536
"Marion, Kentucky",30792
"Marshall, Kentucky",33099
"Martin, Kentucky",30744
"Mason, Kentucky",30840
"McCracken, Kentucky",32170
"McCreary, Kentucky",30536
"McLean, Kentucky",32506
"Meade, Kentucky",31913
"Menifee, Kentucky",30536
"Mercer, Kentucky",30744
"Metcalfe, Kentucky",30536
"Monroe, Kentucky",30536
"Montgomery, Kentucky",31241
"Morgan, Kentucky",30536
"Muhlenberg, Kentucky",30536
"Nelson, Kentucky",31257
"Nicholas, Kentucky",30536
"Ohio, Kentucky",30536
"Oldham, Kentucky",33323
"Owen, Kentucky",30536
"Owsley, Kentucky",30536
"Pendleton, Kentucky",32602
"Perry, Kentucky",30536
"Pike, Kentucky",31993
"Powell, Kentucky",32074
"Pulaski, Kentucky",30295
"Robertson, Kentucky",30536
"Rockcastle, Kentucky",30936
"Rowan, Kentucky",31112
"Russell, Kentucky",31417
"Scott, Kentucky",33019
"Shelby, Kentucky",32730
"Simpson, Kentucky",31641
"Spencer, Kentucky",33323
"Taylor, Kentucky",31273
"Todd, Kentucky",30536
"Trigg, Kentucky",32154
"Trimble, Kentucky",33323
"Union, Kentucky",30536
"Warren, Kentucky",33435
"Washington, Kentucky",30664
"Wayne, Kentucky",29991
"Webster, Kentucky",30536
"Whitley, Kentucky",30536
"Wolfe, Kentucky",30536
"Woodford, Kentucky",33019
"Androscoggin, Maine",35609
"Aroostook, Maine",32449
"Cumberland, Maine",41086
"Franklin, Maine",33382
"Hancock, Maine",36608
"Kennebec, Maine",35462
"Knox, Maine",37017
"Lincoln, Maine",37443
"Oxford, Maine",34741
"Penobscot, Maine",34522
"Piscataquis, Maine",32318
"Sagadahoc, Maine",36133
"Somerset, Maine",33022
"Waldo, Maine",38081
"Washington, Maine",34201
"York, Maine",40293
"Allegany, Maryland",30911
"Anne Arundel, Maryland",37586
"Baltimore, Maryland",37586
"Calvert, Maryland",47105
"Caroline, Maryland",33754
"Carroll, Maryland",37586
"Cecil, Maryland",37315
"Charles, Maryland",47105
"Dorchester, Maryland",34887
"Frederick, Maryland",47105
"Garrett, Maryland",30671
"Harford, Maryland",37586
"Howard, Maryland",37586
"Kent, Maryland",35095
"Montgomery, Maryland",47105
"Prince George&#39;s, Maryland",47105
"Queen Anne&#39;s, Maryland",37586
"Somerset, Maryland",32045
"St. Mary&#39;s, Maryland",37171
"Talbot, Maryland",35846
"Washington, Maryland",32156
"Wicomico, Maryland",34536
"Worcester, Maryland",34887
"Barnstable, Massachusetts",41498
"Berkshire, Massachusetts",36982
"Bristol, Massachusetts",37679
"Dukes, Massachusetts",49492
"Essex, Massachusetts",48212
"Franklin, Massachusetts",38070
"Hampden, Massachusetts",35811
"Hampshire, Massachusetts",35811
"Middlesex, Massachusetts",49781
"Nantucket, Massachusetts",45263
"Norfolk, Massachusetts",51375
"Plymouth, Massachusetts",45860
"Suffolk, Massachusetts",51783
"Worcester, Massachusetts",39082
"Alcona, Michigan",33425
"Alger, Michigan",31425
"Allegan, Michigan",34013
"Alpena, Michigan",31425
"Antrim, Michigan",31124
"Arenac, Michigan",31330
"Baraga, Michigan",31918
"Barry, Michigan",33695
"Bay, Michigan",31568
"Benzie, Michigan",32870
"Berrien, Michigan",33203
"Branch, Michigan",32791
"Calhoun, Michigan",32203
"Cass, Michigan",31838
"Charlevoix, Michigan",32251
"Cheboygan, Michigan",31441
"Chippewa, Michigan",31489
"Clare, Michigan",31425
"Clinton, Michigan",34711
"Crawford, Michigan",31997
"Delta, Michigan",32695
"Dickinson, Michigan",31918
"Eaton, Michigan",34711
"Emmet, Michigan",32616
"Genesee, Michigan",31632
"Gladwin, Michigan",31425
"Gogebic, Michigan",31425
"Grand Traverse, Michigan",34314
"Gratiot, Michigan",31124
"Hillsdale, Michigan",32140
"Houghton, Michigan",31124
"Huron, Michigan",32251
"Ingham, Michigan",34711
"Ionia, Michigan",33537
"Iosco, Michigan",32616
"Iron, Michigan",31394
"Isabella, Michigan",32822
"Jackson, Michigan",33378
"Kalamazoo, Michigan",33235
"Kalkaska, Michigan",31203
"Kent, Michigan",35171
"Keweenaw, Michigan",31425
"Lake, Michigan",31425
"Lapeer, Michigan",34505
"Leelanau, Michigan",34060
"Lenawee, Michigan",31854
"Livingston, Michigan",35457
"Luce, Michigan",31425
"Mackinac, Michigan",31425
"Macomb, Michigan",34505
"Manistee, Michigan",32045
"Marquette, Michigan",32045
"Mason, Michigan",32695
"Mecosta, Michigan",33172
"Menominee, Michigan",32203
"Midland, Michigan",32092
"Missaukee, Michigan",32473
"Monroe, Michigan",33378
"Montcalm, Michigan",33505
"Montmorency, Michigan",31425
"Muskegon, Michigan",32854
"Newaygo, Michigan",31822
"Oakland, Michigan",34505
"Oceana, Michigan",31425
"Ogemaw, Michigan",32298
"Ontonagon, Michigan",31425
"Osceola, Michigan",31425
"Oscoda, Michigan",31425
"Otsego, Michigan",32854
"Ottawa, Michigan",36187
"Presque Isle, Michigan",31425
"Roscommon, Michigan",32632
"Saginaw, Michigan",32108
"Sanilac, Michigan",32219
"Schoolcraft, Michigan",31425
"Shiawassee, Michigan",32552
"St. Clair, Michigan",34505
"St. Joseph, Michigan",31632
"Tuscola, Michigan",31124
"Van Buren, Michigan",33235
"Washtenaw, Michigan",39775
"Wayne, Michigan",34505
"Wexford, Michigan",31822
"Aitkin, Minnesota",32857
"Anoka, Minnesota",38984
"Becker, Minnesota",32202
"Beltrami, Minnesota",32873
"Benton, Minnesota",34659
"Big Stone, Minnesota",32202
"Blue Earth, Minnesota",34856
"Brown, Minnesota",32202
"Carlton, Minnesota",34987
"Carver, Minnesota",38984
"Cass, Minnesota",32251
"Chippewa, Minnesota",32497
"Chisago, Minnesota",38984
"Clay, Minnesota",33987
"Clearwater, Minnesota",33332
"Cook, Minnesota",32202
"Cottonwood, Minnesota",32202
"Crow Wing, Minnesota",32841
"Dakota, Minnesota",38984
"Dodge, Minnesota",35298
"Douglas, Minnesota",32382
"Faribault, Minnesota",32202
"Fillmore, Minnesota",33332
"Freeborn, Minnesota",32202
"Goodhue, Minnesota",34184
"Grant, Minnesota",32202
"Hennepin, Minnesota",38984
"Houston, Minnesota",33725
"Hubbard, Minnesota",32398
"Isanti, Minnesota",38984
"Itasca, Minnesota",34102
"Jackson, Minnesota",32202
"Kanabec, Minnesota",33725
"Kandiyohi, Minnesota",33578
"Kittson, Minnesota",32202
"Koochiching, Minnesota",32202
"Lac qui Parle, Minnesota",32202
"Lake, Minnesota",32202
"Lake of the Woods, Minnesota",32415
"Le Sueur, Minnesota",35659
"Lincoln, Minnesota",32202
"Lyon, Minnesota",32562
"Mahnomen, Minnesota",34577
"Marshall, Minnesota",32202
"Martin, Minnesota",32202
"McLeod, Minnesota",32349
"Meeker, Minnesota",32431
"Mille Lacs, Minnesota",34397
"Morrison, Minnesota",32202
"Mower, Minnesota",32611
"Murray, Minnesota",32202
"Nicollet, Minnesota",34856
"Nobles, Minnesota",33332
"Norman, Minnesota",32202
"Olmsted, Minnesota",35298
"Otter Tail, Minnesota",33332
"Pennington, Minnesota",32202
"Pine, Minnesota",32972
"Pipestone, Minnesota",32202
"Polk, Minnesota",34479
"Pope, Minnesota",32578
"Ramsey, Minnesota",38984
"Red Lake, Minnesota",34020
"Redwood, Minnesota",32202
"Renville, Minnesota",34397
"Rice, Minnesota",34250
"Rock, Minnesota",32202
"Roseau, Minnesota",32202
"Scott, Minnesota",38984
"Sherburne, Minnesota",38984
"Sibley, Minnesota",33365
"Stearns, Minnesota",34659
"Steele, Minnesota",32529
"Stevens, Minnesota",32202
"St. Louis, Minnesota",34987
"Swift, Minnesota",33332
"Todd, Minnesota",32202
"Traverse, Minnesota",32202
"Wabasha, Minnesota",32415
"Wadena, Minnesota",32202
"Waseca, Minnesota",33381
"Washington, Minnesota",38984
"Watonwan, Minnesota",32202
"Wilkin, Minnesota",32202
"Winona, Minnesota",32546
"Wright, Minnesota",38984
"Yellow Medicine, Minnesota",32202
"Adams, Mississippi",31536
"Alcorn, Mississippi",31232
"Amite, Mississippi",31568
"Attala, Mississippi",31536
"Benton, Mississippi",31184
"Bolivar, Mississippi",31472
"Calhoun, Mississippi",31536
"Carroll, Mississippi",31568
"Chickasaw, Mississippi",30687
"Choctaw, Mississippi",31872
"Claiborne, Mississippi",31536
"Clarke, Mississippi",31536
"Clay, Mississippi",31536
"Coahoma, Mississippi",30238
"Copiah, Mississippi",34948
"Covington, Mississippi",31728
"DeSoto, Mississippi",33955
"Forrest, Mississippi",32001
"Franklin, Mississippi",31232
"George, Mississippi",31744
"Greene, Mississippi",31264
"Grenada, Mississippi",31232
"Hancock, Mississippi",33282
"Harrison, Mississippi",33282
"Hinds, Mississippi",34948
"Holmes, Mississippi",31232
"Humphreys, Mississippi",31536
"Issaquena, Mississippi",31232
"Itawamba, Mississippi",31712
"Jackson, Mississippi",32433
"Jasper, Mississippi",31568
"Jefferson, Mississippi",31536
"Jefferson Davis, Mississippi",31536
"Jones, Mississippi",30767
"Kemper, Mississippi",31232
"Lafayette, Mississippi",34452
"Lamar, Mississippi",32001
"Lauderdale, Mississippi",31023
"Lawrence, Mississippi",32465
"Leake, Mississippi",31296
"Lee, Mississippi",32705
"Leflore, Mississippi",30286
"Lincoln, Mississippi",31408
"Lowndes, Mississippi",32129
"Madison, Mississippi",34948
"Marion, Mississippi",31808
"Marshall, Mississippi",31392
"Monroe, Mississippi",31536
"Montgomery, Mississippi",31536
"Neshoba, Mississippi",31536
"Newton, Mississippi",31440
"Noxubee, Mississippi",31376
"Oktibbeha, Mississippi",33651
"Panola, Mississippi",31632
"Pearl River, Mississippi",32449
"Perry, Mississippi",32001
"Pike, Mississippi",31776
"Pontotoc, Mississippi",30559
"Prentiss, Mississippi",30399
"Quitman, Mississippi",31232
"Rankin, Mississippi",34948
"Scott, Mississippi",31536
"Sharkey, Mississippi",31536
"Simpson, Mississippi",32882
"Smith, Mississippi",30190
"Stone, Mississippi",31536
"Sunflower, Mississippi",30190
"Tallahatchie, Mississippi",31232
"Tate, Mississippi",31344
"Tippah, Mississippi",31536
"Tishomingo, Mississippi",31536
"Tunica, Mississippi",34147
"Union, Mississippi",32353
"Walthall, Mississippi",31536
"Warren, Mississippi",31760
"Washington, Mississippi",31424
"Wayne, Mississippi",31536
"Webster, Mississippi",31536
"Wilkinson, Mississippi",31536
"Winston, Mississippi",31232
"Yalobusha, Mississippi",31232
"Yazoo, Mississippi",32049
"Adair, Missouri",31028
"Andrew, Missouri",32670
"Atchison, Missouri",31350
"Audrain, Missouri",31495
"Barry, Missouri",32027
"Barton, Missouri",31350
"Bates, Missouri",32139
"Benton, Missouri",32027
"Bollinger, Missouri",32638
"Boone, Missouri",34812
"Buchanan, Missouri",32670
"Butler, Missouri",31109
"Caldwell, Missouri",35762
"Callaway, Missouri",33073
"Camden, Missouri",32059
"Cape Girardeau, Missouri",32638
"Carroll, Missouri",31350
"Carter, Missouri",31350
"Cass, Missouri",35762
"Cedar, Missouri",31350
"Chariton, Missouri",31350
"Christian, Missouri",33508
"Clark, Missouri",31350
"Clay, Missouri",35762
"Clinton, Missouri",35762
"Cole, Missouri",31189
"Cooper, Missouri",31576
"Crawford, Missouri",31672
"Dade, Missouri",31463
"Dallas, Missouri",32590
"Daviess, Missouri",31350
"DeKalb, Missouri",32670
"Dent, Missouri",31350
"Douglas, Missouri",31350
"Dunklin, Missouri",31350
"Franklin, Missouri",34796
"Gasconade, Missouri",31350
"Gentry, Missouri",31350
"Greene, Missouri",33508
"Grundy, Missouri",31350
"Harrison, Missouri",31350
"Henry, Missouri",31994
"Hickory, Missouri",31028
"Holt, Missouri",31350
"Howard, Missouri",32381
"Howell, Missouri",31350
"Iron, Missouri",31350
"Jackson, Missouri",35762
"Jasper, Missouri",33105
"Jefferson, Missouri",34796
"Johnson, Missouri",32638
"Knox, Missouri",31350
"Laclede, Missouri",31866
"Lafayette, Missouri",35762
"Lawrence, Missouri",31350
"Lewis, Missouri",31028
"Lincoln, Missouri",34796
"Linn, Missouri",31350
"Livingston, Missouri",31576
"Macon, Missouri",31511
"Madison, Missouri",31350
"Maries, Missouri",31350
"Marion, Missouri",32558
"McDonald, Missouri",33121
"Mercer, Missouri",31350
"Miller, Missouri",31882
"Mississippi, Missouri",31350
"Moniteau, Missouri",31576
"Monroe, Missouri",31350
"Montgomery, Missouri",31350
"Morgan, Missouri",31350
"New Madrid, Missouri",31350
"Newton, Missouri",33105
"Nodaway, Missouri",31705
"Oregon, Missouri",31028
"Osage, Missouri",31189
"Ozark, Missouri",31849
"Pemiscot, Missouri",31350
"Perry, Missouri",31495
"Pettis, Missouri",32365
"Phelps, Missouri",32139
"Pike, Missouri",31801
"Platte, Missouri",35762
"Polk, Missouri",32445
"Pulaski, Missouri",32783
"Putnam, Missouri",31350
"Ralls, Missouri",32397
"Randolph, Missouri",31817
"Ray, Missouri",35762
"Reynolds, Missouri",31350
"Ripley, Missouri",31350
"Saline, Missouri",31350
"Schuyler, Missouri",31350
"Scotland, Missouri",31350
"Scott, Missouri",31544
"Shannon, Missouri",31028
"Shelby, Missouri",31028
"St. Charles, Missouri",34796
"St. Clair, Missouri",31028
"Ste. Genevieve, Missouri",31914
"St. Francois, Missouri",31399
"St. Louis, Missouri",34796
"Stoddard, Missouri",31028
"Stone, Missouri",32654
"Sullivan, Missouri",31608
"Taney, Missouri",32316
"Texas, Missouri",31077
"Vernon, Missouri",31640
"Warren, Missouri",34796
"Washington, Missouri",31350
"Wayne, Missouri",31656
"Webster, Missouri",33508
"Worth, Missouri",31350
"Wright, Missouri",31350
"Beaverhead, Montana",32392
"Big Horn, Montana",33622
"Blaine, Montana",31932
"Broadwater, Montana",33310
"Carbon, Montana",33852
"Carter, Montana",31932
"Cascade, Montana",33491
"Chouteau, Montana",32162
"Custer, Montana",33360
"Daniels, Montana",32802
"Dawson, Montana",34984
"Deer Lodge, Montana",31932
"Fallon, Montana",33442
"Fergus, Montana",33442
"Flathead, Montana",33835
"Gallatin, Montana",36345
"Garfield, Montana",31932
"Glacier, Montana",31867
"Golden Valley, Montana",31621
"Granite, Montana",31932
"Hill, Montana",34311
"Jefferson, Montana",33950
"Judith Basin, Montana",31932
"Lake, Montana",32654
"Lewis and Clark, Montana",34147
"Liberty, Montana",33819
"Lincoln, Montana",32244
"Madison, Montana",36312
"McCone, Montana",32261
"Meagher, Montana",32146
"Mineral, Montana",31932
"Missoula, Montana",34738
"Musselshell, Montana",33606
"Park, Montana",35722
"Petroleum, Montana",34016
"Phillips, Montana",31932
"Pondera, Montana",31932
"Powder River, Montana",31932
"Powell, Montana",31932
"Prairie, Montana",34016
"Ravalli, Montana",33294
"Richland, Montana",34524
"Roosevelt, Montana",33392
"Rosebud, Montana",31932
"Sanders, Montana",32605
"Sheridan, Montana",33196
"Silver Bow, Montana",33753
"Stillwater, Montana",33196
"Sweet Grass, Montana",33376
"Teton, Montana",32408
"Toole, Montana",31932
"Treasure, Montana",34016
"Valley, Montana",32703
"Wheatland, Montana",31932
"Wibaux, Montana",34016
"Yellowstone, Montana",33852
"Adams, Nebraska",31841
"Antelope, Nebraska",31793
"Arthur, Nebraska",31857
"Banner, Nebraska",31857
"Blaine, Nebraska",31793
"Boone, Nebraska",31793
"Box Butte, Nebraska",31793
"Boyd, Nebraska",31793
"Brown, Nebraska",31793
"Buffalo, Nebraska",33593
"Burt, Nebraska",31793
"Butler, Nebraska",32081
"Cass, Nebraska",35986
"Cedar, Nebraska",31793
"Chase, Nebraska",31793
"Cherry, Nebraska",31793
"Cheyenne, Nebraska",31793
"Clay, Nebraska",31793
"Colfax, Nebraska",31793
"Cuming, Nebraska",31793
"Custer, Nebraska",31793
"Dakota, Nebraska",33593
"Dawes, Nebraska",31921
"Dawson, Nebraska",32065
"Deuel, Nebraska",31937
"Dixon, Nebraska",33593
"Dodge, Nebraska",33740
"Douglas, Nebraska",35986
"Dundy, Nebraska",31793
"Fillmore, Nebraska",31793
"Franklin, Nebraska",31793
"Frontier, Nebraska",31793
"Furnas, Nebraska",31793
"Gage, Nebraska",31793
"Garden, Nebraska",31793
"Garfield, Nebraska",31793
"Gosper, Nebraska",31793
"Grant, Nebraska",31857
"Greeley, Nebraska",31793
"Hall, Nebraska",33970
"Hamilton, Nebraska",33281
"Harlan, Nebraska",31793
"Hayes, Nebraska",31793
"Hitchcock, Nebraska",31793
"Holt, Nebraska",31793
"Hooker, Nebraska",31793
"Howard, Nebraska",33281
"Jefferson, Nebraska",31793
"Johnson, Nebraska",31793
"Kearney, Nebraska",32081
"Keith, Nebraska",31793
"Keya Paha, Nebraska",31793
"Kimball, Nebraska",31793
"Knox, Nebraska",31793
"Lancaster, Nebraska",34740
"Lincoln, Nebraska",33707
"Logan, Nebraska",31793
"Loup, Nebraska",31857
"Madison, Nebraska",31953
"McPherson, Nebraska",31857
"Merrick, Nebraska",33281
"Morrill, Nebraska",33232
"Nance, Nebraska",31793
"Nemaha, Nebraska",31793
"Nuckolls, Nebraska",31793
"Otoe, Nebraska",31985
"Pawnee, Nebraska",31793
"Perkins, Nebraska",31793
"Phelps, Nebraska",31793
"Pierce, Nebraska",31793
"Platte, Nebraska",33265
"Polk, Nebraska",31793
"Red Willow, Nebraska",31825
"Richardson, Nebraska",31793
"Rock, Nebraska",31793
"Saline, Nebraska",33478
"Sarpy, Nebraska",35986
"Saunders, Nebraska",33593
"Scotts Bluff, Nebraska",32001
"Seward, Nebraska",31793
"Sheridan, Nebraska",31793
"Sherman, Nebraska",31793
"Sioux, Nebraska",31793
"Stanton, Nebraska",34625
"Thayer, Nebraska",31793
"Thomas, Nebraska",32017
"Thurston, Nebraska",33658
"Valley, Nebraska",31793
"Washington, Nebraska",35986
"Wayne, Nebraska",31793
"Webster, Nebraska",33658
"Wheeler, Nebraska",31857
"York, Nebraska",32017
"Churchill, Nevada",31600
"Clark, Nevada",33969
"Douglas, Nevada",33849
"Elko, Nevada",32219
"Esmeralda, Nevada",29503
"Eureka, Nevada",30967
"Humboldt, Nevada",31464
"Lander, Nevada",31389
"Lincoln, Nevada",29503
"Lyon, Nevada",31706
"Mineral, Nevada",29503
"Nye, Nevada",30393
"Pershing, Nevada",29503
"Storey, Nevada",34316
"Washoe, Nevada",34316
"White Pine, Nevada",30182
"Belknap, New Hampshire",33877
"Carroll, New Hampshire",33092
"Cheshire, New Hampshire",34239
"Coos, New Hampshire",30648
"Grafton, New Hampshire",33424
"Hillsborough, New Hampshire",36318
"Merrimack, New Hampshire",35310
"Rockingham, New Hampshire",38344
"Strafford, New Hampshire",37257
"Sullivan, New Hampshire",34299
"Atlantic, New Jersey",38581
"Bergen, New Jersey",44614
"Burlington, New Jersey",37967
"Camden, New Jersey",37967
"Cape May, New Jersey",37936
"Cumberland, New Jersey",38423
"Essex, New Jersey",42615
"Gloucester, New Jersey",37967
"Hudson, New Jersey",49403
"Hunterdon, New Jersey",43824
"Mercer, New Jersey",39776
"Middlesex, New Jersey",43824
"Monmouth, New Jersey",42566
"Morris, New Jersey",42615
"Ocean, New Jersey",42566
"Passaic, New Jersey",44614
"Salem, New Jersey",37967
"Somerset, New Jersey",43824
"Sussex, New Jersey",42615
"Union, New Jersey",42615
"Warren, New Jersey",38565
"Bernalillo, New Mexico",33353
"Catron, New Mexico",32601
"Chaves, New Mexico",34313
"Cibola, New Mexico",33657
"Colfax, New Mexico",32745
"Curry, New Mexico",33193
"De Baca, New Mexico",33865
"Dona Ana, New Mexico",32553
"Eddy, New Mexico",36889
"Grant, New Mexico",33497
"Guadalupe, New Mexico",32601
"Harding, New Mexico",32601
"Hidalgo, New Mexico",32601
"Lea, New Mexico",35401
"Lincoln, New Mexico",34249
"Los Alamos, New Mexico",37161
"Luna, New Mexico",31161
"McKinley, New Mexico",33593
"Mora, New Mexico",33865
"Otero, New Mexico",33033
"Quay, New Mexico",32601
"Rio Arriba, New Mexico",34025
"Roosevelt, New Mexico",33785
"Sandoval, New Mexico",33353
"San Juan, New Mexico",34409
"San Miguel, New Mexico",34185
"Santa Fe, New Mexico",36281
"Sierra, New Mexico",31353
"Socorro, New Mexico",32889
"Taos, New Mexico",35513
"Torrance, New Mexico",33353
"Union, New Mexico",32265
"Valencia, New Mexico",33353
"Albany, New York",37444
"Allegany, New York",33245
"Bronx, New York",52863
"Broome, New York",34574
"Cattaraugus, New York",34120
"Cayuga, New York",34671
"Chautauqua, New York",33358
"Chemung, New York",36147
"Chenango, New York",33131
"Clinton, New York",35547
"Columbia, New York",36666
"Cortland, New York",35320
"Delaware, New York",34801
"Dutchess, New York",41968
"Erie, New York",36374
"Essex, New York",35352
"Franklin, New York",32953
"Fulton, New York",34055
"Genesee, New York",33650
"Greene, New York",35806
"Hamilton, New York",35596
"Herkimer, New York",33845
"Jefferson, New York",35531
"Kings, New York",52863
"Lewis, New York",34785
"Livingston, New York",35644
"Madison, New York",34834
"Monroe, New York",35644
"Montgomery, New York",35774
"Nassau, New York",46102
"New York, New York",52863
"Niagara, New York",36374
"Oneida, New York",33845
"Onondaga, New York",34834
"Ontario, New York",35644
"Orange, New York",41968
"Orleans, New York",35644
"Oswego, New York",34834
"Otsego, New York",36196
"Putnam, New York",52863
"Queens, New York",52863
"Rensselaer, New York",37444
"Richmond, New York",52863
"Rockland, New York",52863
"Saratoga, New York",37444
"Schenectady, New York",37444
"Schoharie, New York",37444
"Schuyler, New York",34169
"Seneca, New York",35628
"Steuben, New York",34655
"St. Lawrence, New York",34380
"Suffolk, New York",46102
"Sullivan, New York",35369
"Tioga, New York",34574
"Tompkins, New York",40217
"Ulster, New York",38271
"Warren, New York",35304
"Washington, New York",35304
"Wayne, New York",35644
"Westchester, New York",46799
"Wyoming, New York",32791
"Yates, New York",33504
"Alamance, North Carolina",33367
"Alexander, North Carolina",32097
"Alleghany, North Carolina",31535
"Anson, North Carolina",31728
"Ashe, North Carolina",31680
"Avery, North Carolina",32708
"Beaufort, North Carolina",32451
"Bertie, North Carolina",31664
"Bladen, North Carolina",31535
"Brunswick, North Carolina",34363
"Buncombe, North Carolina",40759
"Burke, North Carolina",32097
"Cabarrus, North Carolina",39007
"Caldwell, North Carolina",32097
"Camden, North Carolina",37095
"Carteret, North Carolina",33399
"Caswell, North Carolina",32612
"Catawba, North Carolina",32097
"Chatham, North Carolina",38766
"Cherokee, North Carolina",31905
"Chowan, North Carolina",33479
"Clay, North Carolina",33769
"Cleveland, North Carolina",31085
"Columbus, North Carolina",31937
"Craven, North Carolina",34845
"Cumberland, North Carolina",34813
"Currituck, North Carolina",38573
"Dare, North Carolina",36597
"Davidson, North Carolina",32114
"Davie, North Carolina",33174
"Duplin, North Carolina",31615
"Durham, North Carolina",38766
"Edgecombe, North Carolina",32788
"Forsyth, North Carolina",33174
"Franklin, North Carolina",39425
"Gaston, North Carolina",39007
"Gates, North Carolina",33142
"Graham, North Carolina",31760
"Granville, North Carolina",33206
"Greene, North Carolina",31535
"Guilford, North Carolina",34749
"Halifax, North Carolina",32210
"Harnett, North Carolina",32708
"Haywood, North Carolina",32580
"Henderson, North Carolina",40759
"Hertford, North Carolina",32451
"Hoke, North Carolina",33062
"Hyde, North Carolina",32692
"Iredell, North Carolina",35858
"Jackson, North Carolina",33030
"Johnston, North Carolina",39425
"Jones, North Carolina",31969
"Lee, North Carolina",33753
"Lenoir, North Carolina",31423
"Lincoln, North Carolina",34042
"Macon, North Carolina",33126
"Madison, North Carolina",40759
"Martin, North Carolina",31792
"McDowell, North Carolina",32531
"Mecklenburg, North Carolina",39007
"Mitchell, North Carolina",31535
"Montgomery, North Carolina",31712
"Moore, North Carolina",33479
"Nash, North Carolina",32788
"New Hanover, North Carolina",35263
"Northampton, North Carolina",31535
"Onslow, North Carolina",34251
"Orange, North Carolina",38766
"Pamlico, North Carolina",33174
"Pasquotank, North Carolina",32403
"Pender, North Carolina",32949
"Perquimans, North Carolina",33688
"Person, North Carolina",32322
"Pitt, North Carolina",34395
"Polk, North Carolina",33206
"Randolph, North Carolina",34749
"Richmond, North Carolina",32692
"Robeson, North Carolina",31262
"Rockingham, North Carolina",31728
"Rowan, North Carolina",34636
"Rutherford, North Carolina",31535
"Sampson, North Carolina",31535
"Scotland, North Carolina",31535
"Stanly, North Carolina",32322
"Stokes, North Carolina",33174
"Surry, North Carolina",31840
"Swain, North Carolina",32612
"Transylvania, North Carolina",31696
"Tyrrell, North Carolina",32547
"Union, North Carolina",39007
"Vance, North Carolina",31824
"Wake, North Carolina",39425
"Warren, North Carolina",31535
"Washington, North Carolina",32001
"Watauga, North Carolina",32933
"Wayne, North Carolina",33158
"Wilkes, North Carolina",31808
"Wilson, North Carolina",33769
"Yadkin, North Carolina",33174
"Yancey, North Carolina",31262
"Adams, North Dakota",30804
"Barnes, North Dakota",31079
"Benson, North Dakota",31965
"Billings, North Dakota",31354
"Bottineau, North Dakota",30804
"Bowman, North Dakota",30804
"Burke, North Dakota",31583
"Burleigh, North Dakota",33280
"Cass, North Dakota",31415
"Cavalier, North Dakota",31965
"Dickey, North Dakota",30804
"Divide, North Dakota",31354
"Dunn, North Dakota",33998
"Eddy, North Dakota",31354
"Emmons, North Dakota",30804
"Foster, North Dakota",31965
"Golden Valley, North Dakota",31384
"Grand Forks, North Dakota",31874
"Grant, North Dakota",31109
"Griggs, North Dakota",30804
"Hettinger, North Dakota",31354
"Kidder, North Dakota",31965
"LaMoure, North Dakota",30804
"Logan, North Dakota",30804
"McHenry, North Dakota",31965
"McIntosh, North Dakota",31965
"McKenzie, North Dakota",34090
"McLean, North Dakota",30804
"Mercer, North Dakota",32118
"Morton, North Dakota",33280
"Mountrail, North Dakota",32271
"Nelson, North Dakota",31965
"Oliver, North Dakota",33219
"Pembina, North Dakota",31965
"Pierce, North Dakota",30804
"Ramsey, North Dakota",31965
"Ransom, North Dakota",30804
"Renville, North Dakota",30804
"Richland, North Dakota",30804
"Rolette, North Dakota",31965
"Sargent, North Dakota",31767
"Sheridan, North Dakota",31354
"Sioux, North Dakota",30804
"Slope, North Dakota",31354
"Stark, North Dakota",34059
"Steele, North Dakota",30804
"Stutsman, North Dakota",30804
"Towner, North Dakota",30804
"Traill, North Dakota",31430
"Walsh, North Dakota",30819
"Ward, North Dakota",31965
"Wells, North Dakota",31965
"Williams, North Dakota",31568
"Adams, Ohio",31743
"Allen, Ohio",31587
"Ashland, Ohio",30838
"Ashtabula, Ohio",30948
"Athens, Ohio",34455
"Auglaize, Ohio",31852
"Belmont, Ohio",31774
"Brown, Ohio",30792
"Butler, Ohio",32616
"Carroll, Ohio",30916
"Champaign, Ohio",31805
"Clark, Ohio",31353
"Clermont, Ohio",32616
"Clinton, Ohio",30838
"Columbiana, Ohio",30792
"Coshocton, Ohio",31743
"Crawford, Ohio",32132
"Cuyahoga, Ohio",32538
