city,state,violent_crime,property_crime
Forsyth Township,Michigan,12.0,28.0
Fowlerville,Michigan,5.0,62.0
Frankenmuth,Michigan,5.0,54.0
Frankfort,Michigan,3.0,9.0
Franklin,Michigan,2.0,36.0
Fraser,Michigan,33.0,220.0
Fremont,Michigan,11.0,82.0
Fruitport Township,Michigan,16.0,536.0
Gagetown,Michigan,0.0,0.0
Gaines Township,Michigan,3.0,15.0
Galien,Michigan,0.0,0.0
Garden City,Michigan,96.0,293.0
Garfield Township,Michigan,0.0,0.0
Gaylord,Michigan,14.0,186.0
Genesee Township,Michigan,63.0,341.0
Gerrish Township,Michigan,2.0,11.0
Gibraltar,Michigan,4.0,41.0
Gladstone,Michigan,5.0,51.0
Gladwin,Michigan,18.0,48.0
Grand Blanc,Michigan,11.0,68.0
Grand Blanc Township,Michigan,61.0,402.0
Grand Haven,Michigan,28.0,173.0
Grand Ledge,Michigan,5.0,92.0
Grand Rapids,Michigan,1286.0,3850.0
Grandville,Michigan,39.0,575.0
Grant,Michigan,1.0,13.0
Grayling,Michigan,7.0,73.0
Green Oak Township,Michigan,15.0,124.0
Greenville,Michigan,29.0,311.0
Grosse Ile Township,Michigan,1.0,18.0
Grosse Pointe,Michigan,6.0,91.0
Grosse Pointe Farms,Michigan,9.0,80.0
Grosse Pointe Park,Michigan,14.0,165.0
Grosse Pointe Shores,Michigan,1.0,28.0
Grosse Pointe Woods,Michigan,25.0,191.0
Hamburg Township,Michigan,5.0,38.0
Hampton Township,Michigan,16.0,76.0
Hamtramck,Michigan,174.0,414.0
Hancock,Michigan,5.0,31.0
Harbor Beach,Michigan,9.0,35.0
Harbor Springs,Michigan,1.0,6.0
Harper Woods,Michigan,110.0,606.0
Hart,Michigan,17.0,131.0
Hartford,Michigan,6.0,13.0
Hastings,Michigan,18.0,151.0
Hazel Park,Michigan,40.0,261.0
Hesperia,Michigan,3.0,22.0
Highland Park,Michigan,221.0,328.0
Highland Township,Michigan,8.0,75.0
Hillsdale,Michigan,23.0,128.0
Holland,Michigan,127.0,613.0
Holly,Michigan,5.0,40.0
Hopkins,Michigan,0.0,0.0
Houghton,Michigan,3.0,113.0
Howell,Michigan,32.0,76.0
Hudson,Michigan,9.0,34.0
Huntington Woods,Michigan,0.0,23.0
Huron Township,Michigan,26.0,106.0
Imlay City,Michigan,6.0,30.0
Independence Township,Michigan,34.0,179.0
Inkster,Michigan,242.0,595.0
Ionia,Michigan,44.0,139.0
Iron Mountain,Michigan,7.0,4.0
Iron River,Michigan,15.0,38.0
Ironwood,Michigan,8.0,90.0
Ishpeming,Michigan,12.0,65.0
Ishpeming Township,Michigan,3.0,2.0
Jackson,Michigan,360.0,1344.0
Jonesville,Michigan,6.0,95.0
Kalamazoo,Michigan,949.0,3578.0
Kalamazoo Township,Michigan,96.0,670.0
Kalkaska,Michigan,1.0,24.0
Keego Harbor,Michigan,1.0,21.0
Kentwood,Michigan,162.0,1111.0
Kinde,Michigan,0.0,0.0
Kingsford,Michigan,10.0,37.0
Kinross Township,Michigan,8.0,6.0
Laingsburg,Michigan,2.0,8.0
Lake Angelus,Michigan,0.0,0.0
Lake Linden,Michigan,0.0,3.0
Lake Odessa,Michigan,2.0,16.0
Lake Orion,Michigan,6.0,27.0
Lakeview,Michigan,1.0,43.0
Lansing,Michigan,1313.0,3355.0
Lansing Township,Michigan,70.0,441.0
Lapeer,Michigan,35.0,279.0
Lapeer Township,Michigan,1.0,6.0
Lathrup Village,Michigan,3.0,35.0
Laurium,Michigan,0.0,21.0
Lawton,Michigan,4.0,48.0
Lennon,Michigan,0.0,6.0
Leslie,Michigan,1.0,22.0
Lexington,Michigan,0.0,3.0
Lincoln Park,Michigan,224.0,812.0
Lincoln Township,Michigan,14.0,171.0
Linden,Michigan,3.0,15.0
Litchfield,Michigan,1.0,10.0
Livonia,Michigan,167.0,1411.0
Lowell,Michigan,7.0,104.0
Ludington,Michigan,32.0,136.0
Lyon Township,Michigan,13.0,125.0
Mackinac Island,Michigan,2.0,94.0
Mackinaw City,Michigan,0.0,23.0
Madison Heights,Michigan,53.0,593.0
Madison Township,Michigan,11.0,100.0
Mancelona,Michigan,0.0,0.0
Manistee,Michigan,23.0,99.0
Manistique,Michigan,16.0,44.0
Manton,Michigan,0.0,0.0
Marenisco Township,Michigan,0.0,1.0
Marine City,Michigan,9.0,21.0
Marlette,Michigan,6.0,16.0
Marquette,Michigan,26.0,182.0
Marshall,Michigan,10.0,81.0
Marysville,Michigan,9.0,73.0
Mason,Michigan,19.0,82.0
Mattawan,Michigan,15.0,44.0
Mayville,Michigan,4.0,3.0
Melvindale,Michigan,47.0,236.0
Memphis,Michigan,1.0,0.0
Mendon,Michigan,1.0,7.0
Menominee,Michigan,33.0,144.0
Meridian Township,Michigan,108.0,900.0
Metamora Township,Michigan,4.0,14.0
Metro Police Authority of Genesee County,Michigan,49.0,268.0
Midland,Michigan,56.0,392.0
Milan,Michigan,13.0,45.0
Milford,Michigan,12.0,62.0
Millington,Michigan,0.0,16.0
Montague,Michigan,3.0,33.0
Montrose Township,Michigan,6.0,59.0
Morenci,Michigan,9.0,19.0
Morrice,Michigan,1.0,7.0
Mount Morris,Michigan,25.0,31.0
Mount Morris Township,Michigan,130.0,344.0
Mount Pleasant,Michigan,48.0,384.0
Munising,Michigan,7.0,40.0
Muskegon,Michigan,308.0,1293.0
Muskegon Heights,Michigan,232.0,544.0
Muskegon Township,Michigan,45.0,494.0
Napoleon Township,Michigan,5.0,17.0
Nashville,Michigan,4.0,21.0
Negaunee,Michigan,9.0,40.0
Newaygo,Michigan,6.0,39.0
New Baltimore,Michigan,8.0,47.0
New Buffalo,Michigan,2.0,13.0
New Era,Michigan,0.0,2.0
New Lothrop,Michigan,0.0,4.0
Niles,Michigan,86.0,366.0
Northfield Township,Michigan,16.0,81.0
North Muskegon,Michigan,2.0,51.0
Northville,Michigan,8.0,44.0
Northville Township,Michigan,20.0,297.0
Norton Shores,Michigan,37.0,477.0
Norway,Michigan,1.0,0.0
Novi,Michigan,48.0,514.0
Oakland Township,Michigan,2.0,38.0
Oak Park,Michigan,72.0,510.0
Olivet,Michigan,2.0,13.0
Ontwa Township-Edwardsburg,Michigan,19.0,128.0
Orchard Lake,Michigan,2.0,20.0
Orion Township,Michigan,24.0,172.0
Oscoda Township,Michigan,19.0,79.0
Otisville,Michigan,0.0,0.0
Otsego,Michigan,0.0,37.0
Ovid,Michigan,0.0,4.0
Owendale,Michigan,0.0,0.0
Owosso,Michigan,97.0,197.0
Oxford,Michigan,1.0,10.0
Oxford Township,Michigan,14.0,82.0
Paw Paw,Michigan,17.0,177.0
Peck,Michigan,0.0,0.0
Pentwater,Michigan,2.0,5.0
Perry,Michigan,7.0,18.0
Petoskey,Michigan,2.0,30.0
Pigeon,Michigan,0.0,0.0
Pinckney,Michigan,2.0,11.0
Pinconning,Michigan,3.0,12.0
Pittsfield Township,Michigan,69.0,629.0
Plainwell,Michigan,11.0,53.0
Pleasant Ridge,Michigan,0.0,15.0
Plymouth,Michigan,6.0,61.0
Plymouth Township,Michigan,18.0,184.0
Pontiac,Michigan,769.0,1300.0
Portage,Michigan,136.0,1549.0
Port Austin,Michigan,1.0,9.0
Port Huron,Michigan,218.0,662.0
Portland,Michigan,11.0,47.0
Potterville,Michigan,0.0,2.0
Prairieville Township,Michigan,2.0,16.0
Quincy,Michigan,4.0,25.0
Raisin Township,Michigan,6.0,6.0
Reading,Michigan,0.0,0.0
Redford Township,Michigan,244.0,953.0
Reed City,Michigan,18.0,39.0
Reese,Michigan,2.0,8.0
"Richfield Township, Genesee County",Michigan,6.0,63.0
"Richfield Township, Roscommon County",Michigan,4.0,8.0
Richland,Michigan,1.0,3.0
"Richland Township, Saginaw County",Michigan,1.0,9.0
Richmond,Michigan,26.0,29.0
River Rouge,Michigan,80.0,155.0
Riverview,Michigan,20.0,102.0
Rochester,Michigan,6.0,51.0
Rochester Hills,Michigan,39.0,461.0
Rockford,Michigan,9.0,60.0
Rockwood,Michigan,3.0,19.0
Rogers City,Michigan,1.0,26.0
Romeo,Michigan,3.0,5.0
Romulus,Michigan,231.0,671.0
Roosevelt Park,Michigan,3.0,254.0
Roseville,Michigan,180.0,1361.0
Rothbury,Michigan,0.0,9.0
Royal Oak,Michigan,61.0,439.0
Saginaw,Michigan,707.0,743.0
Saginaw Township,Michigan,82.0,707.0
Saline,Michigan,6.0,62.0
Sandusky,Michigan,7.0,50.0
Saugatuck-Douglas,Michigan,0.0,8.0
Sault Ste. Marie,Michigan,33.0,182.0
Schoolcraft,Michigan,0.0,29.0
Scottville,Michigan,2.0,32.0
Sebewaing,Michigan,2.0,6.0
Shelby,Michigan,10.0,42.0
Shelby Township,Michigan,99.0,475.0
Shepherd,Michigan,3.0,7.0
Somerset Township,Michigan,3.0,12.0
Southfield,Michigan,200.0,1508.0
Southgate,Michigan,74.0,731.0
South Haven,Michigan,24.0,258.0
South Lyon,Michigan,6.0,33.0
Sparta,Michigan,8.0,72.0
